"companyId","companyName","ReviewsCount","AggregateRating"
"154662","Shalina Healthcare","234.0","3.4"
"19335","Crown Solutions","",""
"5344846","Arkaza Technologies","2.0","3.4"
"739209","HR Central","",""
"3205474","Engineered Food Concepts","2.0","5.0"
"125117733","Delta Color Sorter Pvt Ltd","",""
"125126389","Cybotronics Solution","",""
"6354668","Thinkwise Consulting","",""
"124776227","Indiano Chrome","6.0","4.3"
"123679831","Vertx Solutions","",""
"124314990","Ocupy Pune","",""
"125126089","Empyrean stay","",""
"2799214","Openview Technologies","116.0","3.4"
"718083","Vijaya Diagnostic Centre","685.0","3.9"
"1632778","Datametica","395.0","3.3"
"1091284","AM Infoweb","497.0","4.0"
"4099566","Vertoz","87.0","3.0"
"1965942","Traveltime Car Rental","22.0","3.9"
"3575400","Bharti Hospital, (BHARATI VIDYAPEETH MEDICAL FOUNDATION)","68.0","3.8"
"124456950","Indbank Global Support Services","63.0","3.5"
"124796237","Connectfor","2.0","3.4"
"125104903","Nia Ev Motors","",""
"123973741","Global Solutions","18.0","4.7"
"1095660","Ascentrik Research","126.0","1.7"
"7153173","Wise Owl Investments & Insurance Marketing","24.0","3.4"
"6507006","Gatitaa Technology","15.0","4.0"
"1051046","Vconstruct","125.0","3.9"
"124789471","Gold Coast Real Estate","6.0","3.9"
"124265376","Pyramo Machinary Pvt. Ltd","",""
"124672924","Sanket Machindra Bansode","",""
"19869","Infinite","1829.0","3.3"
"31675","Nalco Water","255.0","3.9"
"123540261","Rapid Recruiters","",""
"123813963","Avyanna Tech","",""
"125103309","JJ Realty ","",""
"5199500","Sigma AVIT Technology Solutions Pvt. Ltd.","54.0","3.6"
"2457064","Sopan O  M Company","",""
"124687542","June Gaming","3.0","1.0"
"124878995","Botmakers Pune","",""
"4799524","Machbizz Marketers","63.0","3.2"
"5036204","Into Wellness","14.0","4.5"
"5928668","Explarity Solutions","14.0","2.8"
"1904850","JoulestoWatts","",""
"4712608","Principal Global Services","489.0","3.7"
"581163","Resource Management Group Plus","",""
"1602980","BSC Global","30.0","4.3"
"31186","Knight Frank","839.0","4.0"
"7068931","Transcom","64.0","2.3"
"120647","Sahyadri Hospitals","421.0","4.2"
"124281736","Abrigo Realty","",""
"685789","Bharti AXA Life Insurance","1997.0","3.6"
"4086508","Fibe","164.0","3.6"
"4525268","cult fit","913.0","3.5"
"3076280","Startupwala","",""
"4575590","Staffing Services","",""
"2603632","Praxis Info Solutions","26.0","4.0"
"6020350","XPO India Shared Services","47.0","3.5"
"5892088","Volley Biz-tech","",""
"2855162","Primus","166.0","3.5"
"7043103","Privacera","8.0","4.1"
"12234","International Design And Engineering Solutions","11.0","1.5"
"2733202","Synergy Maritime","233.0","4.1"
"124546618","Snap Analytics","2.0","3.1"
"124385098","Thinkster.in","3.0","3.1"
"124038666","Klay Preschool And Daycare","31.0","3.9"
"5034570","Yuva Mitra","12.0","3.4"
"5476058","Andt Equipment Inspection Service","2.0","5.0"
"124134000","Cloudtool","6.0","3.2"
"124349302","Dendrite","",""
"6367650","Global Opportunity","",""
"125703","White Force Outsourcing Services","",""
"125058175","B K Khose","3.0","4.4"
"124093764","Siri Tech Solutions","",""
"124939749","Amphenol Socapex (A Unit Of Amphenol Interconnect)","21.0","4.3"
"123474295","Yansons Engineering","7.0","3.7"
"452267","Infoanalytica","",""
"4899042","Pivot Peak Consultancy","",""
"5611712","Skillfloor Solutions","12.0","4.1"
"1077626","GENZEON (INDIA) PRIVATE LIMITED","160.0","3.7"
"4446020","Shyena Tech Yarns","18.0","3.6"
"85829","Kochar Infotech","2276.0","3.8"
"2935504","Onama Consultants","",""
"174296","Ashiana Housing","366.0","4.1"
"5062822","Chemco Group","82.0","3.9"
"1051","Sampark Career Developers","",""
"124636888","Apulki Healthcare","",""
"837651","ACG","1085.0","3.9"
"6366308","Seinumero Nirman","96.0","3.7"
"5737734","Matrix Robotics","30.0","3.4"
"123888103","Shree Venkatesh Buildcon","68.0","4.2"
"123940225","Automotive Research Association of India (ARAI)","129.0","4.1"
"6623058","Fabex Automation","3.0","3.5"
"3912714","Commander Watertech","35.0","3.8"
"4426396","O3 Hire","",""
"5747038","Octillion Power Systems","97.0","4.0"
"4440906","Tech SMCSquared GCC","5.0","3.0"
"4415016","Metro Homes","5.0","3.9"
"303919","Atyeti","148.0","3.8"
"105895","Principal Global Services","716.0","3.8"
"558971","Busy Infotech","198.0","3.9"
"5293676","Marvel Realtors","79.0","3.9"
"659933","Experis","",""
"118590","Bajaj Allianz Life","5796.0","3.8"
"4064164","Meraki Hospitality","6.0","3.1"
"124026144","Lex Visas","14.0","4.6"
"15032","Ador Welding","280.0","3.8"
"281175","Entrata India","414.0","4.0"
"2408272","Coditas Technologies","280.0","3.7"
"6310448","Velociti Hr Services","",""
"1144","Spectrum Consultants","",""
"3322872","SKH","823.0","3.9"
"3716624","Rahul Engineering","6.0","2.9"
"3003588","Shree Samarth Reality Karjat","",""
"125083945","Techbone Ventures Pvt. Ltd.","6.0","4.8"
"638465","The Professional Couriers","244.0","3.5"
"5236386","Diagnopein Diagnostics","46.0","2.8"
"6553018","Everest Fleet","219.0","3.1"
"6839031","Dhruv Global School","11.0","3.9"
"5313448","Medi Probe Services","52.0","3.8"
"1055696","Essen Vision","46.0","2.2"
"3915296","KP Hr And Infra Services","",""
"3284682","Billennium","71.0","3.8"
"5784318","Arms Academy","15.0","4.3"
"124669278","Rutamsoft Technologies Llp","3.0","2.7"
"123823301","Homebeats Realty","",""
"1085476","Sapna Hr Services","",""
"2215042","Nsquare Xperts","35.0","4.3"
"785064","All For Kids","13.0","4.3"
"125142029","Gadgetopia Technologies","",""
"123928409","Tekor Minerals","6.0","3.1"
"737729","Asrah Technologies","",""
"4589484","Amit Gaikwad","",""
"4097198","Business Promoted","22.0","2.3"
"124369604","Teamovation Services","",""
"91816","Izee Manpower","",""
"6620610","Majestic Hr","",""
"4647810","ADA Tech Solutions","79.0","3.3"
"218939","Smiles Placements","",""
"124469192","Innovative Metal Craft Industries","5.0","4.1"
"125141969","urbanline interiors","",""
"13364","Skynet Placements & Outsourcing Services","",""
"828187","Benchmark Services","",""
"981392","HDI Outsourcing Services","",""
"526327","Interface Infosoft","12.0","3.2"
"125135205","Thinkbix Technologies","",""
"5786752","Yash Placement Services Pune","",""
"5038302","Jus Amazin","9.0","2.5"
"125141491","Aayu Physio","",""
"5787650","Mega Epc Projects","12.0","3.9"
"123508647","Bhagat Hr Services","",""
"125141471","Fountlab Solutions","4.0","4.8"
"125071037","Igniferus Technologies Llp","",""
"5317942","Upstart Careers","",""
"125141401","Nexus HR Solutions","",""
"124781393","Finstreet Education","",""
"4917744","Rothe Packtech","8.0","2.9"
"123803357","MJS Co","",""
"6132492","Ramee Systems","4.0","3.5"
"4079990","Provision Consulting","",""
"124108886","Idealcrew Technology","",""
"1331472","Fesolve Engineering Services","7.0","2.0"
"124531270","MAA Pranaam Suvidha Limited","",""
"125108909","VIN Job Recruitment Consultancy","",""
"125118567","LTS","21514.0","3.9"
"125131483","Zidea","3.0","4.4"
"125140909","Juniper Constructions","21.0","3.6"
"4839642","Talenta Manpower Services","",""
"2004454","Pinaki Softcon","",""
"125140733","Cpatss","",""
"124584988","Nityadar Electrical Works","11.0","3.7"
"6307044","Kaycee Enterprises","",""
"124994855","Dehu Engineering","13.0","3.0"
"124133660","Ampillars","",""
"124666370","KBD Talent Forge India","",""
"125091933","Bensonfox","",""
"5293678","Electronica Group","49.0","4.2"
"6887353","Ardor Talent Solutions","",""
"4410552","Securityhq","77.0","3.3"
"123893131","Equicad","",""
"125138813","Battery Planet And Solar Systems","",""
"125137929","Yahshua Enterprises","",""
"6160856","Qaez India Pune","",""
"6707147","PRO Hr Complete Solutions","",""
"125137423","Sibyl Systems","2.0","5.0"
"125137263","Pstm Engineering","",""
"125045179","Hirepal","",""
"124290904","Pibythree","33.0","4.6"
"1106112","SPA Systems","20.0","3.4"
"5309548","Affirm Services","",""
"125136905","Brickworth Realty","",""
"3232084","Desire Consultancy Service","",""
"124405722","Zeal Pharmacure","",""
"13161","Mavenbmc","",""
"20221","S N Joshi Consultants","55.0","3.6"
"7088995","Ingenium Electronics","2.0","5.0"
"2574724","Alpine Placement Consultant","",""
"125136535","Globalstep","270.0","2.4"
"6624360","Enthralltech","52.0","2.6"
"125136457","India Tech Engine","",""
"98312","Technosoft Engineering","306.0","3.9"
"3900282","Ssterling Workforce Enterprises","",""
"124228614","Perdura Therapeutics","",""
"655709","Panacea Bpo Services","2.0","3.7"
"5067396","Arrow Pc Network","20.0","3.4"
"124642768","Samarth Services","",""
"1439392","Weikfield Foods","200.0","3.6"
"124961725","Celectric Mobility","",""
"124149440","BTB Venture","36.0","4.1"
"6081","31west Global Services","44.0","3.8"
"124456530","Devploy Technologies","",""
"1122882","Wagons Learning","25.0","3.2"
"124900311","Drive Technologies","",""
"669609","Eris","739.0","3.7"
"4162824","Robu.in","26.0","3.8"
"124669580","Deeptek Medical Imaging Pvt Ltd.","24.0","3.2"
"124736381","SL Polycoat","18.0","3.3"
"3111774","Plastic Omnium","462.0","3.7"
"1642920","Softenger","917.0","4.0"
"125127503","St.Miras High School","16.0","3.5"
"3940","Optimum Solutions","617.0","3.2"
"123638855","Prym Solutions","",""
"55845","Outworx Solutions","467.0","3.5"
"5316854","Prior Hr Services Pune","",""
"7011893","Asio Healthcare","4.0","4.1"
"124306704","Argan Technology Services Pune","",""
"123774478","Calfus Technologies India","35.0","3.8"
"5652632","Integral Ad Science","19.0","3.2"
"4066430","Pratiti Technologies","97.0","3.8"
"123810347","Xpert Consulting  Services","",""
"138781","Vayudoot Road Carriers","17.0","3.8"
"3065272","Abhi Impact Logistics Solutions","49.0","3.9"
"828729","IT Shastra","30.0","3.9"
"3653494","Venus Management Consultants","",""
"4597826","WAi Technologies","40.0","3.6"
"719567","Seventh Contact Hiring Solutions","",""
"124457210","Panache Healthneeds","2.0","2.3"
"6241814","Rise Realty","4.0","4.5"
"6548994","Source4hire","",""
"125122173","Meditech Diagnostics And Polyclinic","",""
"124035456","Gearspect India","4.0","3.3"
"4135274","Topsource Infotech Solutions","38.0","3.2"
"272069","Sj Contracts","316.0","4.2"
"4499488","WSD Consultant","",""
"828673","Intelliworx Consulting","",""
"537377","Ojas Systems","",""
"6762369","Karl Storz","84.0","3.8"
"506213","Capital Recruitment Services","",""
"978418","Search End Staffing Solutions","",""
"123967577","Mar-haba Hr Solutions","",""
"1580580","ACZ Global","",""
"1007674","Neogrowth Credit","381.0","3.2"
"4971476","Lexicon Computers","4.0","1.0"
"3586734","Disc Technology Services","5.0","4.7"
"1813174","Environmental Resources Management (ERM)","28.0","3.1"
"6384192","Zopsmart","119.0","3.1"
"2028950","Captalent Hr","",""
"4712336","Albireo Recruiters","",""
"2534948","Geniehr Solutions Delhi","",""
"124524736","Filmy Gags Media","",""
"4049958","Ritikaa Enterprises","10.0","3.8"
"4848018","Demographic Hr Services","",""
"1489104","Seven Consultancy","",""
"1954998","Route Mobile (RML)","105.0","3.6"
"1114146","Adler Talent Solutions","",""
"125107665","Sufi International","",""
"125076953","Ayushman India Laboratories","",""
"124307868","Avenoir Technologies","11.0","4.5"
"124548180","ALM Corp","",""
"124061772","Bitbybit Solutions","9.0","3.8"
"125124807","K K Engineering","4.0","4.9"
"123597161","Wits Innovation Lab","39.0","3.4"
"124293294","Reuters","7.0","4.0"
"5244306","Disney India","20.0","3.6"
"124842153","ILM","185.0","4.1"
"123503593","Cloudrock Partners","2.0","5.0"
"1141","TP.AI","34169.0","3.9"
"3076702","Castaliaz Technologies","40.0","3.8"
"657","Kautilya Management Consultants","",""
"2063220","Urban Company (UC)","1309.0","3.4"
"123950161","Talents Tuner & Businesses","",""
"2562996","ARA Resources","",""
"124880497","Lexisnexis","76.0","3.9"
"4556516","Zero Gravity Photography","24.0","3.3"
"1580388","Goldstone Technologies","70.0","3.2"
"2260644","Euclid Innovations","104.0","3.3"
"896244","Axis Services","",""
"532321","National Payments Corporation of India (NPCI)","774.0","3.7"
"124044306","eka.care","53.0","3.9"
"123598109","RC Project Consultancy","",""
"124204328","GigDe","79.0","4.5"
"4209950","F5","131.0","3.3"
"125118163","Ponka","",""
"125109837","Sleuths India","7.0","3.1"
"3630450","FabHotels","421.0","3.3"
"1106934","ZEE Labs","279.0","3.0"
"123882467","Listenlights","265.0","3.9"
"1728700","Lendingkart","492.0","3.4"
"124548354","Hive Pro","12.0","4.2"
"3263050","Network People Services Technologies","90.0","3.1"
"16545","Quinnox","450.0","3.8"
"5210750","Ambit Finvest","469.0","3.9"
"5668734","FedEx","1329.0","3.9"
"728481","Logixal Solutions","48.0","3.1"
"3264308","Career Maker Consultancy Noida","",""
"98136","Upman Placements","",""
"2651296","Talent Sketchers","",""
"2553404","TransOrg","34.0","2.7"
"3832580","Anarock Property Consultants","574.0","3.5"
"125084273","Santhana Lakshmi Metals","",""
"124299002","Perfectrecruit Services","",""
"124393130","Hire Best Recruitment Company","",""
"124125248","Yalamanchili Solutions for Payments","332.0","3.2"
"92030","Eshana Hr Consultants","",""
"2125584","Employers4employees","",""
"4252396","Aryanco","",""
"6725305","Paradigm Mumbai","",""
"124592228","Nextgenrecruiters In","",""
"621181","Sara Medicaid","",""
"721719","Svan Global Consultancy","",""
"2240784","Platinum Support Services","",""
"359853","Sai Placement","",""
"4360948","Recorders & Medicare Systems (RMS)","60.0","3.2"
"124565232","CA Rajesh Sharma  Associates","",""
"888688","Hind Terminals","",""
"169930","CSC","577.0","3.5"
"124088130","Fusion Market Research","",""
"224765","TLC DigiTech","197.0","3.0"
"732627","Sisa Information Security","149.0","3.0"
"4775980","Talentonlease","",""
"6278650","Insightek Global Consulting","",""
"5558488","Euler Motors","310.0","3.6"
"1349312","Iswarya Women's Hospital","",""
"5000292","Nexgen Energia","72.0","3.7"
"897038","Fidelis Technology Services","",""
"1864","Zycus Infotech","496.0","2.7"
"4444448","Panobiz Business Technologies","",""
"3516924","Agency09","5.0","3.3"
"4988856","Candidshutters","",""
"5270618","Gsna Education","2.0","5.0"
"5563648","Friday Code","",""
"927570","Novateur Electrical & Digital Systems","434.0","3.9"
"3913736","T And M Services Consulting","",""
"5380528","Black Box","246.0","2.8"
"123899059","Bigship","15.0","2.9"
"123494327","Narwal Technologies","",""
"1309","Unison International Consulting","",""
"3979528","European Company","",""
"123703487","Rintelo Consulting","",""
"124400378","DR.BHATIA E-gurukul Coaching Institute","100.0","3.1"
"124824109","Opticvyu","2.0","5.0"
"125117919","THE Job Guide","",""
"1450310","Achyutam International","",""
"124347722","Bhopal Motors","40.0","3.8"
"4184022","Harvard Business Publishing","5.0","4.1"
"4803540","Labcorp Laboratories","312.0","3.9"
"15239","M  R Consultants Corporation","161.0","3.2"
"124396440","Redbrick Offices","19.0","3.5"
"29540","Hector And Streak Consulting","",""
"15001","Neurealm","572.0","3.4"
"6814259","HRM Consultants Llp","",""
"191024","Advent Global Solutions","",""
"3816","Datamatics","2250.0","3.4"
"4281062","ENH iSecure","75.0","4.0"
"524629","ELB Learning","76.0","3.2"
"2445590","Kansal Corporate Solutions","",""
"125092805","Worldspace Consulting","",""
"412","Executive Tracks Associates","",""
"124546446","Nusummit Technologies","78.0","3.4"
"4713178","Qween","",""
"3401320","Talent Advisors","",""
"124456068","Ckers Finance","11.0","3.4"
"6579274","Omron Automation","81.0","4.1"
"5235070","Perfios Software Solutions","210.0","3.5"
"123483803","Air India","1534.0","3.5"
"833041","Robospecies Technologies","34.0","4.1"
"5192628","Vara Infrovate","37.0","3.5"
"5606580","Hamdard","467.0","4.0"
"735685","Evio","206.0","3.9"
"78426","G. K. Associates","",""
"124832077","Ltms Consulting","",""
"1716846","Jobspothr","",""
"707391","International Cargo Express","2.0","4.0"
"1453646","Bauer Corporate Services","13.0","3.0"
"123719289","Culturecord Business Management Solutions","2.0","5.0"
"125091895","Vettasource","",""
"740001","Omkar Placements","",""
"829007","New Horizon","",""
"124848767","Zeev Hr Consultants  Placement Services","",""
"125135037","Idol Designs","",""
"113899","Netlynx Solutions","",""
"124874079","Cheere Hypermarket","",""
"125134937","A B Sh & Associates","",""
"123808035","Digyug","",""
"6225066","Apos Strategic Advisors And Consultants","9.0","4.3"
"3416132","Purple Squirrel Consulting Services","",""
"4436674","Itvedant","153.0","3.8"
"125118181","Digitactix","5.0","4.2"
"124498614","SV Employment Service","",""
"124388298","Prime Placement Mumbai","",""
"4488238","Accord Infosystems","",""
"4575816","Sure Solution","",""
"5055736","Career Solutions","",""
"1108240","Resource Hr Consultants","",""
"3039318","Career Growth Placement Services Thane","",""
"124201860","DB Consultancy","",""
"124265222","Seven Hiring","",""
"2016882","SK Outsourcing Mumbai","",""
"5918628","MGM Print Tech","3.0","4.7"
"512","Hindco Recruitment Consultants","",""
"320313","Centre For Recruitment & Selection","",""
"7093999","I Tech Media Pvt Ltd.","22.0","3.5"
"834213","Skil Travel","68.0","3.8"
"123524217","Rensar Infra","2.0","1.0"
"124306476","Attarix Talent Solutions","",""
"125088883","Pharmizza Technology Solutions","6.0","3.0"
"123560347","SS Consultancy","",""
"123891883","Ideal Contrivance","",""
"125122165","Pi Communications","7.0","3.9"
"7153305","Shri Laxmi Electrical  Consultant","",""
"4190034","Midas Hygiene","22.0","4.4"
"125048693","Roughhouse Clothing And Accessories","",""
"125131543","Gundecha Education Academy Oshiwara","",""
"93089","Sharon Bio Medicine","157.0","4.2"
"123924969","Rishabraj Estate Developers","",""
"4853890","Techbridge Resources","4.0","3.9"
"4425338","Coastal Marine Construction & Engineering (COMACOE)","206.0","4.2"
"2818860","Shattarka","78.0","4.2"
"3690576","Success Hr Consultancy Mumbai","",""
"3077404","PES Hr Services","",""
"1716714","Skillmine Technology","",""
"124803531","VHR Consulting","",""
"1293470","Mahendra Realtors & Infrastructure","62.0","4.2"
"123866159","Entra Engineering Services","",""
"4376892","Element Retail","20.0","3.4"
"125092493","Mcap Wealth","",""
"2985148","Educare India Advisory","",""
"1807800","Onboard Hr Services","",""
"125118063","Orion Group Of Hotels","3.0","1.0"
"1340500","Cygnus Ad Consulting","",""
"125133277","Splendor Security Services","",""
"123911643","Shipping Line","2.0","3.6"
"1487808","Ajmera Realty & Infra","165.0","4.5"
"22108","Apeejay Stya Group","134.0","3.4"
"683459","Permeshwar Fashion Impex","30.0","3.6"
"6200","New Venture Consultants","",""
"2798446","Shraddha Corporate Services","",""
"125103101","Nityanand Infraprojects","",""
"1193","Sycamore Consultancy Services","",""
"123492909","Soft Sign Hr Services","",""
"124587968","F.S. Wellness Llp","",""
"124277534","Advance Bio Material","2.0","4.7"
"125129815","Best Medicals","",""
"124998337","Wnoss Cosmetics","",""
"124030684","Zoot Digital Marketing","",""
"125128369","Welcomestaffing","",""
"125132699","MergeLine","",""
"6622534","Astec Tubes","",""
"124438850","Wilh Loesch Project Services","",""
"5319412","Headcount Consultants","",""
"6207822","Flyjac Logistics","358.0","4.0"
"123875725","Leading Building Materials Company","",""
"5501598","OneInsure","123.0","3.9"
"125132575","Yuva Educare","",""
"5332428","Witbloom Training & Placement","",""
"2717188","Honeybeez Consultancy","",""
"124942633","The Aesthetic Dental House","",""
"6866479","Everymedia Technologies","46.0","2.4"
"5663350","Sr Jobs Solutions","",""
"353863","Vishvas Management Consultants","",""
"124758679","Avocation Educational Services","7.0","2.9"
"4579004","Bgps Management Solutions","",""
"125114299","Folds Designs Studio","",""
"124404968","M Mehta Legacy Realty","",""
"125132003","Waayu","",""
"123971265","Nley Consultants","",""
"125130639","The Council Of Eu Chambers Of Commerce In India","",""
"125100467","Deviqor Nova","",""
"25617","Zend Consulting Services","",""
"6872425","Nirvana Solutions","2.0","1.7"
"83491","NEC Software Solutions","235.0","3.9"
"124998755","EKF Global Logistics","",""
"179766","RG Consultants","",""
"125118983","Fargate Solutions","",""
"3957308","Pioneer Con-serv","",""
"124080722","Growth Consultant","",""
"125058333","W.A.Y.S. Marketing Solutions","",""
"124544050","Manner  Skill Integrated Services","",""
"1656284","Prompt Career Consultants","",""
"5230506","Scribbl Concepto","",""
"125079387","info@jmorganproductions.com","",""
"124933367","Knackbe Technologies","33.0","4.8"
"3974026","Vijay Fire","25.0","4.2"
"2634734","Prodigy Recruitment & Consulting","",""
"125048155","Motilal Oswal Financial Services Ltd","3962.0","3.7"
"5142642","Steel Strong Valves","77.0","3.9"
"125124599","Electride Technologies","",""
"5670632","Horizon Financial & Properties Advisers","25.0","3.9"
"5814526","Jairamdass Khushiram","",""
"7147665","Worldotalent","",""
"6691997","Harbour Trendz","2.0","3.0"
"4576226","HY Fly Consultancy","",""
"124906067","Akimoto Pharmaceuticals","",""
"124568914","R R Transport","",""
"123735469","Career Bricks","",""
"401843","GEO CHEM","204.0","3.9"
"622989","Intertek","1130.0","3.7"
"2918644","SANVIN group","18.0","2.7"
"6357372","Sperton","",""
"125130213","Indus Interior Solutions","",""
"124611942","Keme","4.0","4.7"
"124288434","Holistic Buildcon","",""
"21906","Raheja Universal","127.0","3.9"
"1350192","MCA Sachin Tendulkar Gymkhana","626.0","4.2"
"5585236","Holcim","346.0","3.5"
"5034736","IndiaLaw LLP","24.0","2.9"
"5795158","Piramal Pharma Limited","1263.0","4.0"
"125123257","Freeda Enterprises","",""
"4161176","Tara Chand Logistic Solutions","24.0","4.1"
"1276530","Pocl Medical Solutions","4.0","3.7"
"124564400","Empower Hire Services Delhi","",""
"192196","Obox Hr Solution","",""
"5045720","Orbitouch Hr","",""
"4522438","SSP Solutions","",""
"124337688","Isoln","",""
"123640291","Vedic Hr Solutions","",""
"125128859","Punjab Handloom Fabrics","",""
"124875849","Bizlem","",""
"124947471","Unique Electro Engineers","2.0","4.0"
"123617691","Serveright Consulting","",""
"749199","Manek Consulting","26.0","3.2"
"3767614","Best Choice Consultant","",""
"125129111","Hustling Collaborators","",""
"964354","Vishwakarma Consultancy","",""
"124561030","Shree Balaji Padmavati Foundation","",""
"738087","Shree Ganesh Enterprises","",""
"3964150","Bwise Solutions","",""
"2128986","Novo Medisciences","191.0","3.5"
"125126209","SKL Perfumes Llp","",""
"3386548","Teamplus Staffing Solution","",""
"125109561","Dolphin Edtech Miracles","",""
"124921457","Intercool Solutions","",""
"123946109","Keyson Solutions","",""
"124068404","Vikabh Securities","9.0","3.6"
"5159770","Inventure Hr Solutions","",""
"124406118","SM It Services","",""
"125128645","Trivie","",""
"6874219","International Institute Of Hotel Management (a Unit Of Saltlake Society For Hotel Management)","33.0","3.5"
"125067273","Paramotor Dt","",""
"123561721","Mejob","",""
"125117459","Masterclass Edutech","",""
"570873","KMI Business Technologies","35.0","2.4"
"125113123","Shree Beauty Parlour","",""
"124043134","Advani Hotels Resorts","2.0","5.0"
"4694168","Rhoda Cognax","13.0","4.0"
"125125989","Unity Travellines","",""
"5898902","Employment Clarity","",""
"7101923","Adminneeds","2.0","3.4"
"124651336","Tripcorner","",""
"123510995","Talentco","",""
"7053913","Work Strive","",""
"124105402","P D Infraproject","16.0","3.8"
"124701758","Indigo Prints Smart","8.0","4.3"
"124317478","Talent Leap","",""
"4469712","Shivalaya Construction","226.0","4.1"
"203538","Dynacons Systems & Solutions","357.0","3.7"
"5368676","Jobmygoal Technology","",""
"6240262","Dove Soft","28.0","3.8"
"124498342","Harihar Oil Traders","",""
"7015233","Inventure Consultants","",""
"123500037","Wrixty Services","",""
"124675862","Royal Infrastructures Surat","",""
"123984864","Giza Marketing","15.0","2.9"
"6075574","Logix Infosecurity","54.0","3.7"
"124089922","Nettech","65.0","3.3"
"5313490","Purechase India","",""
"125127225","Asad Alam Noore Alam Shamsi","",""
"123743297","Turiyam Consultancy","",""
"123609813","Tritech","21.0","4.2"
"5667338","Champion Seals","11.0","3.8"
"6234166","Matoshree Indirabai Baburao Sarnaik MBMC Hospital - Unit of Platinum Hospital Pvt Ltd ","52.0","3.1"
"124831551","Arlex Dyes And Intermediates","",""
"124852455","Step Computers","",""
"124108878","Bholanath Precision Engineering Private","4.0","3.7"
"5734392","V Financial Services","5.0","1.1"
"837967","Saibaba Garments","16.0","4.0"
"125110927","Peopletalent Consulting","",""
"124891247","Digitalcube Tech","",""
"5561422","Accu Pack Engineering","101.0","3.4"
"244810","AGD Biomedicals","84.0","3.8"
"124995949","Dalloy Infracubate","",""
"553021","Ventures Hrd Centre","",""
"124268050","Workforce Management Consultancy","",""
"125126553","Site Practice","",""
"124548214","Classic Tenders","4.0","5.0"
"124702846","Eaglehires Hr Solutions","",""
"125038077","Platinum Group","",""
"124926619","Triratna Power Solutions","",""
"5853304","Vishnu Hr Solution","",""
"124795009","Dhoot Developers","4.0","3.4"
"3075560","Wellthy Therapeutics","51.0","4.0"
"124005754","AIR Hr Solutions","",""
"125072793","Archk Pharma","",""
"4146080","Serving Skill","",""
"2961200","Massive Jobss","",""
"124741599","Shivneri Garden Contractor","",""
"2914566","Job Proffer","",""
"124638782","Soltrak Digital","",""
"125125483","Gurukul Education Center","",""
"124980755","Frelo","",""
"1110294","Capacite","904.0","3.7"
"330931","S&A Law Offices","49.0","3.1"
"37001","Hosmac","38.0","3.5"
"6277250","Acaipl Investment & Financial Services","",""
"5495648","Indsoft Systems","",""
"5615480","Cubicle Consultancy","",""
"116396","Yashraj Biotechnology","87.0","3.5"
"4229094","Gratitude India Manpower Consultants Pvt. Ltd.","",""
"2546674","S. K. Bureau Service","",""
"5664326","Leap Finance","203.0","3.6"
"123918895","Urja Group Of Company","",""
"124929611","Displays And Beyond","",""
"123596899","Quantsapp","83.0","3.0"
"124234580","Hansa Research","128.0","3.7"
"124596424","Pipara & Co","38.0","2.9"
"124126228","Shantilal C Mehta","28.0","3.1"
"1516678","Infinity Labs","99.0","3.3"
"123597007","Sone India","68.0","4.6"
"124206522","Solfyn International","",""
"125124141","High Parra Constructions","",""
"124339926","Sanofi","1371.0","4.1"
"124145522","CAREERBUZZWORLD","",""
"124259162","KJMC Financial","7.0","3.4"
"1807666","Medibuddy","424.0","3.4"
"383551","Aecom","1813.0","4.2"
"123597951","Mizizi Management System Pvt. Ltd.","",""
"4124432","Deutsche Bahn","14.0","3.5"
"1896414","QualityKiosk","1358.0","3.3"
"4556924","It World","39.0","3.7"
"4304820","Adda247","448.0","3.7"
"5040068","Ortolan Group","",""
"4313536","Anaplan","9.0","2.9"
"3110294","TMF Group","312.0","3.7"
"124134002","Momentus Technologies","6.0","4.7"
"2902950","Smartbox Ecommerce Solutions Private Ltd","47.0","4.6"
"5184468","Winsoft Technologies","91.0","3.0"
"2357498","Headphone Zone","8.0","1.9"
"5011320","Blackbox Analytics & Solutions Private Limited","246.0","2.8"
"125122429","Taurus Corporate Advisory Services Ltd.","",""
"125116935","Dignity Aspire","29.0","4.8"
"3814702","Vasudha Chemical","",""
"124794803","Dolphin Ad World","3.0","3.7"
"5025080","Gas Projects","23.0","3.7"
"4138798","Russell Investments","42.0","3.7"
"124033698","Focas","",""
"4736390","CRE Matrix","8.0","3.8"
"4204654","Peoplegrove","7.0","4.0"
"5560614","Eyeota","",""
"3733144","Johnson Matthey","453.0","3.9"
"124564332","Lucky-tech Membranes","16.0","3.0"
"5479346","Vishwajyot High School","48.0","3.7"
"123807711","Bblewrap","",""
"4750796","Webfarmatics Technology","",""
"1887406","Buro Happold","58.0","2.9"
"124650456","Primetrace Technologies","4.0","5.0"
"4808872","Estee Lauder Companies","73.0","4.2"
"124320224","Fusion CX","1669.0","3.4"
"2257904","Colliers","1069.0","3.9"
"5693062","Interactive Brokers","125.0","3.4"
"3114740","XS CAD Limited","84.0","4.1"
"124328396","Omnion","26.0","2.7"
"4076770","TPF Engineering","167.0","3.8"
"3617610","Calderys India Refractories","210.0","4.0"
"124457118","Harbisonwalker International","",""
"124427522","Lucasfilm","",""
"3656128","TESTQ","12.0","3.1"
